incident_id,nature,area,agency,reported_dt_raw,address,reported_dt,year,month,day,hour,dow,nature_grp,lat,lon
21-P26610,ABANDONED VEHIC,PD8,PPD,14:39:45 11/30/21,"445 WAYNE AVE, Pocatello, ID 83201",2021-11-30 14:39:45,2021,11,30,14,1,TRAFFIC,42.8831901,-112.4453883
21-P26617,ATTEMPT-LOCATE,PD8,PPD,15:46:12 11/30/21,"E OAK ST & PARK AVE, Pocatello, ID 83201",2021-11-30 15:46:12,2021,11,30,15,1,OTHER,,
21-P26627,FRAUD,PD8,PPD,09:33:00 11/30/21,"238 RANDOLPH AVE, Pocatello, ID 83201",2021-11-30 09:33:00,2021,11,30,9,1,OTHER,42.8794669,-112.4427589
21-P26630,DISTURBANCE,PD8,PPD,17:04:08 11/30/21,"585 WASHINGTON AVE, Pocatello, ID 83201",2021-11-30 17:04:08,2021,11,30,17,1,DISORDER,42.8856444,-112.4466085
21-P26672,ANIMAL PROBLEM,PD8,PPD,13:14:28 12/01/21,"486 WASHINGTON AVE, Pocatello, ID 83201",2021-12-01 13:14:28,2021,12,1,13,2,OTHER,42.8838674,-112.4464067
21-P26707,DISTURBANCE,PD8,PPD,19:09:22 12/01/21,"503 WAYNE AVE, Pocatello, ID 83201",2021-12-01 19:09:22,2021,12,1,19,2,DISORDER,42.8843389,-112.4453939
21-P26716,SUSPICIOUS,PD8,PPD,22:45:58 12/01/21,"247 WASHINGTON AVE, Pocatello, ID 83201",2021-12-01 22:45:58,2021,12,1,22,2,OTHER,42.8796125,-112.4466582
21-P26765,ALARM,PD8,PPD,13:02:06 12/02/21,"732 WASHINGTON AVE, Pocatello, ID 83201",2021-12-02 13:02:06,2021,12,2,13,3,OTHER,42.8887645,-112.4463599
21-P26779,ABANDONED VEHIC,PD8,PPD,15:27:57 12/02/21,"WASHINGTON AVE & E ELM ST, Pocatello, ID 83201",2021-12-02 15:27:57,2021,12,2,15,3,TRAFFIC,,
21-P26780,ABANDONED VEHIC,PD8,PPD,15:38:06 12/02/21,"WASHINGTON AVE & E ELM ST, Pocatello, ID 83201",2021-12-02 15:38:06,2021,12,2,15,3,TRAFFIC,,
21-P26781,TRESPASSING,PD8,PPD,15:29:00 12/02/21,"186 WILLARD AVE, Pocatello, ID 83201",2021-12-02 15:29:00,2021,12,2,15,3,OTHER,42.8784375,-112.4476684
21-P26830,ASSAULT,PD8,PPD,12:02:46 12/03/21,"134 WARREN AVE, Pocatello, ID 83201",2021-12-03 12:02:46,2021,12,3,12,4,VIOLENT,42.8775737,-112.4489042
21-P26941,DOMESTIC ASLT,PD8,PPD,17:59:37 12/04/21,"750 PARK AVE, Pocatello, ID 83201",2021-12-04 17:59:37,2021,12,4,17,5,VIOLENT,42.888747,-112.4439067
21-P26973,FOUND PROPERTY,PD8,PPD,02:37:50 12/05/21,"105 JEFFERSON AVE, Pocatello, ID 83201",2021-12-05 02:37:50,2021,12,5,2,6,OTHER,42.8771092,-112.4417667
21-P27000,WANTED PERSON,PD8,PPD,14:43:30 12/05/21,"WARREN AVE & E OAK ST, Pocatello, ID 83201",2021-12-05 14:43:30,2021,12,5,14,6,OTHER,,
21-P27019,VANDALISM,PD8,PPD,20:31:36 12/05/21,"355 RANDOLPH AVE, Pocatello, ID 83201",2021-12-05 20:31:36,2021,12,5,20,6,OTHER,42.8815384,-112.4429574
21-P27033,ABANDONED VEHIC,PD8,PPD,08:26:13 12/06/21,"855 PARK AVE, Pocatello, ID 83201",2021-12-06 08:26:13,2021,12,6,8,0,TRAFFIC,42.8905181,-112.4441161
21-P27037,BURGLARY,PD8,PPD,09:31:24 12/06/21,"665 WARREN AVE, Pocatello, ID 83201",2021-12-06 09:31:24,2021,12,6,9,0,PROPERTY,42.8871154,-112.4490687
21-P27052,FRAUD,PD8,PPD,11:27:15 12/06/21,"621 PARK AVE, Pocatello, ID 83201",2021-12-06 11:27:15,2021,12,6,11,0,OTHER,42.8867713,-112.4441521
21-P27120,ANIMAL PROBLEM,PD8,PPD,09:38:46 12/07/21,"RANDOLPH AVE & E CEDAR ST, Pocatello, ID 83201",2021-12-07 09:38:46,2021,12,7,9,1,OTHER,,
21-P27126,CODE ENFORCE,PD8,PPD,00:00:00 12/01/21,"706 E POPLAR ST, Pocatello, ID 83201",2021-12-01 00:00:00,2021,12,1,0,2,OTHER,42.886078,-112.4438186
21-P27139,FRAUD,PD8,PPD,12:35:25 12/07/21,"160 PARK AVE, Pocatello, ID 83201",2021-12-07 12:35:25,2021,12,7,12,1,OTHER,42.878008,-112.4439776
21-P27157,DRUG VIOLATION,PD8,PPD,16:42:38 12/07/21,"771 RANDOLPH AVE, Pocatello, ID 83201",2021-12-07 16:42:38,2021,12,7,16,1,OTHER,42.8890926,-112.4429128
21-P27160,HARASSMENT,PD8,PPD,23:42:00 12/04/21,"355 RANDOLPH AVE, Pocatello, ID 83201",2021-12-04 23:42:00,2021,12,4,23,5,DISORDER,42.8815384,-112.4429574
21-P27177,WELFARE CHECK,PD8,PPD,23:34:29 12/07/21,"503 WAYNE AVE, Pocatello, ID 83201",2021-12-07 23:34:29,2021,12,7,23,1,SERVICE,42.8843389,-112.4453939
21-P27210,VEHICLE BURGLAR,PD8,PPD,09:57:00 12/06/21,"305 JEFFERSON AVE, Pocatello, ID 83201",2021-12-06 09:57:00,2021,12,6,9,0,OTHER,42.8808119,-112.4420311
21-P27215,CIVIL,PD8,PPD,11:15:48 12/08/21,"510 WILLARD AVE, Pocatello, ID 83201",2021-12-08 11:15:48,2021,12,8,11,2,OTHER,42.8844684,-112.4476273
21-P27229,WELFARE CHECK,PD8,PPD,13:38:01 12/08/21,"140 WARREN AVE, Pocatello, ID 83201",2021-12-08 13:38:01,2021,12,8,13,2,SERVICE,42.8776714,-112.4489062
21-P27239,CODE ENFORCE,PD8,PPD,00:00:00 11/26/21,"292 RANDOLPH AVE 1/2, Pocatello, ID 83201",2021-11-26 00:00:00,2021,11,26,0,4,OTHER,,
21-P27246,FRAUD,PD8,PPD,16:23:10 12/08/21,"134 WARREN AVE, Pocatello, ID 83201",2021-12-08 16:23:10,2021,12,8,16,2,OTHER,42.8775737,-112.4489042
21-P27268,MED ASSIST,PD8,PPD,08:01:44 12/09/21,"WARREN AVE & E CEDAR ST, Pocatello, ID 83201",2021-12-09 08:01:44,2021,12,9,8,3,OTHER,,
21-P27274,VANDALISM,PD8,PPD,10:19:11 12/09/21,"111 RANDOLPH AVE, Pocatello, ID 83201",2021-12-09 10:19:11,2021,12,9,10,3,OTHER,42.8772091,-112.4429796
21-P27276,ACCIDENT,PD8,PPD,11:05:41 12/09/21,"WAYNE AVE & E CEDAR ST, Pocatello, ID 83201",2021-12-09 11:05:41,2021,12,9,11,3,OTHER,,
21-P27280,WELFARE CHECK,PD8,PPD,11:16:54 12/09/21,"209 RANDOLPH AVE, Pocatello, ID 83201",2021-12-09 11:16:54,2021,12,9,11,3,SERVICE,42.8789858,-112.4429909
21-P27289,FRAUD,PD8,PPD,13:15:45 12/09/21,"585 WASHINGTON AVE, Pocatello, ID 83201",2021-12-09 13:15:45,2021,12,9,13,3,OTHER,42.8856444,-112.4466085
21-P27292,SUSPICIOUS,PD8,PPD,14:15:32 12/09/21,"710 RANDOLPH AVE, Pocatello, ID 83201",2021-12-09 14:15:32,2021,12,9,14,3,OTHER,42.8880675,-112.4426853
21-P27295,JUVENILE PROB,PD8,PPD,14:06:53 12/09/21,"186 WASHINGTON AVE, Pocatello, ID 83201",2021-12-09 14:06:53,2021,12,9,14,3,OTHER,42.8784355,-112.4464398
21-P27307,HARASSMENT,PD8,PPD,17:20:29 12/09/21,"555 JEFFERSON AVE, Pocatello, ID 83201",2021-12-09 17:20:29,2021,12,9,17,3,DISORDER,42.8851453,-112.4417157
21-P27310,ACCIDENT,PD8,PPD,18:14:15 12/09/21,"E PINE ST & JEFFERSON AVE, Pocatello, ID 83201",2021-12-09 18:14:15,2021,12,9,18,3,OTHER,,
21-P27319,DUI,PD8,PPD,23:23:22 12/09/21,"E PINE ST & WARREN AVE, Pocatello, ID 83201",2021-12-09 23:23:22,2021,12,9,23,3,TRAFFIC,,
21-P27329,CHILD PROTECTIO,PD8,PPD,08:09:26 12/10/21,"710 RANDOLPH AVE, Pocatello, ID 83201",2021-12-10 08:09:26,2021,12,10,8,4,OTHER,42.8880675,-112.4426853
21-P27360,DISTURBANCE,PD8,PPD,13:52:51 12/10/21,"156 RANDOLPH AVE, Pocatello, ID 83201",2021-12-10 13:52:51,2021,12,10,13,4,DISORDER,42.8779419,-112.4427631
21-P27368,WELFARE CHECK,PD8,PPD,14:37:43 12/10/21,"393 RANDOLPH AVE, Pocatello, ID 83201",2021-12-10 14:37:43,2021,12,10,14,4,SERVICE,42.8821417,-112.4429527
21-P27399,MED ASSIST,PD8,PPD,00:35:57 12/11/21,"100 RANDOLPH AVE, Pocatello, ID 83201",2021-12-11 00:35:57,2021,12,11,0,5,OTHER,42.877051,-112.442754
21-P27421,WANTED PERSON,PD8,PPD,12:15:45 12/11/21,"160 PARK AVE, Pocatello, ID 83201",2021-12-11 12:15:45,2021,12,11,12,5,OTHER,42.878008,-112.4439776
21-P27428,ANIMAL PROBLEM,PD8,PPD,16:15:07 12/11/21,"E CEDAR ST & WILLARD AVE, Pocatello, ID 83201",2021-12-11 16:15:07,2021,12,11,16,5,OTHER,,
21-P27456,VANDALISM,PD8,PPD,01:33:26 12/12/21,"805 WILLARD AVE, Pocatello, ID 83201",2021-12-12 01:33:26,2021,12,12,1,6,OTHER,42.889913,-112.4478163
21-P27463,SUSPICIOUS,PD8,PPD,09:29:28 12/12/21,"379 PARK AVE, Pocatello, ID 83201",2021-12-12 09:29:28,2021,12,12,9,6,OTHER,42.8819251,-112.4441845
21-P27465,UNATTENDED DEAT,PD8,PPD,10:22:04 12/12/21,"749 PARK AVE, Pocatello, ID 83201",2021-12-12 10:22:04,2021,12,12,10,6,OTHER,42.888714,-112.4441311
21-P27471,DISTURBANCE,PD8,PPD,14:02:41 12/12/21,"324 WARREN AVE, Pocatello, ID 83201",2021-12-12 14:02:41,2021,12,12,14,6,DISORDER,42.8810626,-112.4488648
21-P27499,DRUG VIOLATION,PD8,PPD,05:22:19 12/13/21,"245 WARREN AVE, Pocatello, ID 83201",2021-12-13 05:22:19,2021,12,13,5,0,OTHER,42.8795615,-112.4491212
21-P27535,WELFARE CHECK,PD8,PPD,15:01:09 12/13/21,"418 RANDOLPH AVE, Pocatello, ID 83201",2021-12-13 15:01:09,2021,12,13,15,0,SERVICE,42.8827692,-112.4427242
21-P27543,VIN INSPECTION,PD8,PPD,15:59:16 12/13/21,"580 WARREN AVE, Pocatello, ID 83201",2021-12-13 15:59:16,2021,12,13,15,0,OTHER,42.8855786,-112.448842
21-P27611,DISTURBANCE,PD8,PPD,13:43:12 12/14/21,"450 WAYNE AVE, Pocatello, ID 83201",2021-12-14 13:43:12,2021,12,14,13,1,DISORDER,42.8832871,-112.4451642
21-P27627,WEAPONS OFFENSE,PD8,PPD,17:50:06 12/14/21,"369 E MAPLE ST, Pocatello, ID 83201",2021-12-14 17:50:06,2021,12,14,17,1,VIOLENT,42.8804751,-112.4480995
21-P27655,FRAUD,PD8,PPD,17:59:00 12/08/21,"134 WARREN AVE, Pocatello, ID 83201",2021-12-08 17:59:00,2021,12,8,17,2,OTHER,42.8775737,-112.4489042
21-P27677,THEFT,PD8,PPD,13:24:55 12/15/21,"105 JEFFERSON AVE, Pocatello, ID 83201",2021-12-15 13:24:55,2021,12,15,13,2,PROPERTY,42.8771092,-112.4417667
21-P27679,ANIMAL PROBLEM,PD8,PPD,13:56:25 12/15/21,"WASHINGTON AVE & E PINE ST, Pocatello, ID 83201",2021-12-15 13:56:25,2021,12,15,13,2,OTHER,,
21-P27729,ABANDONED VEHIC,PD8,PPD,10:38:13 12/16/21,"333 RANDOLPH AVE, Pocatello, ID 83201",2021-12-16 10:38:13,2021,12,16,10,3,TRAFFIC,42.8811891,-112.4429601
21-P27832,THEFT,PD8,PPD,14:37:00 12/16/21,"555 WILLARD AVE, Pocatello, ID 83201",2021-12-16 14:37:00,2021,12,16,14,3,PROPERTY,42.8851718,-112.4478495
21-P27849,SUSPICIOUS,PD8,PPD,20:41:59 12/17/21,"325 PARK AVE, Pocatello, ID 83201",2021-12-17 20:41:59,2021,12,17,20,4,OTHER,42.8810693,-112.4441939
21-P27971,PARKING PROBLEM,PD8,PPD,23:18:26 12/19/21,"552 WARREN AVE, Pocatello, ID 83201",2021-12-19 23:18:26,2021,12,19,23,6,OTHER,42.8851346,-112.4488476
21-P27972,NOISE COMPLAINT,PD8,PPD,21:52:17 12/19/21,"810 E WALNUT ST, Pocatello, ID 83201",2021-12-19 21:52:17,2021,12,19,21,6,DISORDER,42.8824434,-112.4425812
21-P27975,OVERDOSE,PD8,PPD,08:07:22 12/20/21,"195 WASHINGTON AVE, Pocatello, ID 83201",2021-12-20 08:07:22,2021,12,20,8,0,OTHER,42.8785649,-112.4466633
21-P27983,FRAUD,PD8,PPD,09:06:48 12/20/21,"292 RANDOLPH AVE, Pocatello, ID 83201",2021-12-20 09:06:48,2021,12,20,9,0,OTHER,42.8803364,-112.4427446
21-P27990,CODE ENFORCE,PD8,PPD,00:00:00 12/14/21,"635 JEFFERSON AVE, Pocatello, ID 83201",2021-12-14 00:00:00,2021,12,14,0,1,OTHER,42.8866261,-112.4417035
21-P28018,WEAPONS OFFENSE,PD8,PPD,22:26:19 12/20/21,"453 E ELM ST, Pocatello, ID 83201",2021-12-20 22:26:19,2021,12,20,22,0,VIOLENT,42.8786719,-112.4468453
21-P28050,ACCIDENT,PD8,PPD,12:30:00 12/19/21,"888 E PINE ST, Pocatello, ID 83201",2021-12-19 12:30:00,2021,12,19,12,6,OTHER,42.8842511,-112.4418776
21-P28087,WELFARE CHECK,PD8,PPD,21:06:46 12/21/21,"385 JEFFERSON AVE, Pocatello, ID 83201",2021-12-21 21:06:46,2021,12,21,21,1,SERVICE,42.882011,-112.4417282
21-P28091,ASSAULT,PD8,PPD,22:50:48 12/21/21,"292 RANDOLPH AVE, Pocatello, ID 83201",2021-12-21 22:50:48,2021,12,21,22,1,VIOLENT,42.8803364,-112.4427446
21-P28116,PARKING PROBLEM,PD8,PPD,09:45:10 12/22/21,"552 WARREN AVE, Pocatello, ID 83201",2021-12-22 09:45:10,2021,12,22,9,2,OTHER,42.8851346,-112.4488476
21-P28117,ABANDONED VEHIC,PD8,PPD,10:03:22 12/22/21,"409 WASHINGTON AVE, Pocatello, ID 83201",2021-12-22 10:03:22,2021,12,22,10,2,TRAFFIC,42.8826101,-112.4466345
21-P28128,DISTURBANCE,PD8,PPD,13:16:00 12/22/21,"575 JEFFERSON AVE, Pocatello, ID 83201",2021-12-22 13:16:00,2021,12,22,13,2,DISORDER,42.8854606,-112.44171
21-P28143,DISTURBANCE,PD8,PPD,17:21:11 12/22/21,"E CEDAR ST & WAYNE AVE, Pocatello, ID 83201",2021-12-22 17:21:11,2021,12,22,17,2,DISORDER,,
21-P28212,CHILD PROTECTIO,PD8,PPD,16:01:13 12/23/21,"330 PARK AVE, Pocatello, ID 83201",2021-12-23 16:01:13,2021,12,23,16,3,OTHER,42.8811648,-112.4439688
21-P28277,WELFARE CHECK,PD8,PPD,18:43:36 12/24/21,"596 RANDOLPH AVE, Pocatello, ID 83201",2021-12-24 18:43:36,2021,12,24,18,4,SERVICE,42.8858191,-112.4426917
21-P28283,DISTURBANCE,PD8,PPD,21:15:14 12/24/21,"503 WAYNE AVE, Pocatello, ID 83201",2021-12-24 21:15:14,2021,12,24,21,4,DISORDER,42.8843389,-112.4453939
21-P28293,DISTURBANCE,PD8,PPD,00:44:44 12/25/21,"506 WARREN AVE, Pocatello, ID 83201",2021-12-25 00:44:44,2021,12,25,0,5,DISORDER,42.8844051,-112.4488568
21-P28304,ASSAULT,PD8,PPD,11:32:45 12/25/21,"134 WARREN AVE, Pocatello, ID 83201",2021-12-25 11:32:45,2021,12,25,11,5,VIOLENT,42.8775737,-112.4489042
21-P28309,DISTURBANCE,PD8,PPD,18:08:25 12/25/21,"334 RANDOLPH AVE, Pocatello, ID 83201",2021-12-25 18:08:25,2021,12,25,18,5,DISORDER,42.8812198,-112.4427358
21-P28342,ALARM,PD8,PPD,10:16:14 12/26/21,"305 JEFFERSON AVE, Pocatello, ID 83201",2021-12-26 10:16:14,2021,12,26,10,6,OTHER,42.8808119,-112.4420311
21-P28358,FRAUD,PD8,PPD,15:38:24 12/26/21,"585 WASHINGTON AVE, Pocatello, ID 83201",2021-12-26 15:38:24,2021,12,26,15,6,OTHER,42.8856444,-112.4466085
21-P28394,WELFARE CHECK,PD8,PPD,11:19:16 12/27/21,"186 WILLARD AVE, Pocatello, ID 83201",2021-12-27 11:19:16,2021,12,27,11,0,SERVICE,42.8784375,-112.4476684
21-P28436,CHILD PROTECTIO,PD8,PPD,09:04:37 12/28/21,"585 WASHINGTON AVE, Pocatello, ID 83201",2021-12-28 09:04:37,2021,12,28,9,1,OTHER,42.8856444,-112.4466085
21-P28446,FRAUD,PD8,PPD,11:27:03 12/28/21,"613 RANDOLPH AVE, Pocatello, ID 83201",2021-12-28 11:27:03,2021,12,28,11,1,OTHER,42.8862879,-112.442915
21-P28467,WELFARE CHECK,PD8,PPD,16:51:54 12/28/21,"418 RANDOLPH AVE, Pocatello, ID 83201",2021-12-28 16:51:54,2021,12,28,16,1,SERVICE,42.8827692,-112.4427242
21-P28469,HARASSMENT,PD8,PPD,13:45:46 12/28/21,"510 RANDOLPH AVE, Pocatello, ID 83201",2021-12-28 13:45:46,2021,12,28,13,1,DISORDER,42.8844466,-112.4427063
21-P28524,HARASSMENT,PD8,PPD,15:42:00 12/27/21,"794 WILLARD AVE, Pocatello, ID 83201",2021-12-27 15:42:00,2021,12,27,15,0,DISORDER,42.8897671,-112.4475939
21-P28531,DISTURBANCE,PD8,PPD,13:02:16 12/29/21,"682 RANDOLPH AVE, Pocatello, ID 83201",2021-12-29 13:02:16,2021,12,29,13,2,DISORDER,42.8873948,-112.4426853
21-P28538,ABANDONED VEHIC,PD8,PPD,16:08:12 12/29/21,"789 PARK AVE, Pocatello, ID 83201",2021-12-29 16:08:12,2021,12,29,16,2,TRAFFIC,42.8893948,-112.4441244
21-P28552,DOMESTIC ASLT,PD8,PPD,19:38:51 12/29/21,"105 JEFFERSON AVE, Pocatello, ID 83201",2021-12-29 19:38:51,2021,12,29,19,2,VIOLENT,42.8771092,-112.4417667
21-P28617,RUNAWAY JUVENIL,PD8,PPD,19:19:31 12/30/21,"726 WASHINGTON AVE, Pocatello, ID 83201",2021-12-30 19:19:31,2021,12,30,19,3,OTHER,42.8881602,-112.4462637
21-P28619,FRAUD,PD8,PPD,19:49:09 12/30/21,"585 WASHINGTON AVE, Pocatello, ID 83201",2021-12-30 19:49:09,2021,12,30,19,3,OTHER,42.8856444,-112.4466085
21-P28636,TRAFFIC OFFENSE,PD8,PPD,01:46:02 12/31/21,"JEFFERSON AVE & E POPLAR ST, Pocatello, ID 83201",2021-12-31 01:46:02,2021,12,31,1,4,TRAFFIC,,
21-P28659,ACCIDENT,PD8,PPD,15:29:31 12/31/21,"762 E CEDAR ST, Pocatello, ID 83201",2021-12-31 15:29:31,2021,12,31,15,4,OTHER,42.8878573,-112.4432926
22-P00762,CODE ENFORCE,PD8,PPD,00:00:00 12/13/21,"122 WARREN AVE, Pocatello, ID 83201",2021-12-13 00:00:00,2021,12,13,0,0,OTHER,42.8773782,-112.4489003
20-P00042,VEHICLE BURGLAR,PD8,PPD,14:46:37 01/01/20,"310 E OAK ST, Pocatello, ID 83201",2020-01-01 14:46:37,2020,1,1,14,2,OTHER,42.8771972,-112.4487662
20-P00056,VEHICLE BURGLAR,PD8,PPD,17:59:08 01/01/20,"310 E OAK ST, Pocatello, ID 83201",2020-01-01 17:59:08,2020,1,1,17,2,OTHER,42.8771972,-112.4487662
20-P00066,DISTURBANCE,PD8,PPD,21:06:03 01/01/20,"509 WILLARD AVE, Pocatello, ID 83201",2020-01-01 21:06:03,2020,1,1,21,2,DISORDER,42.8844377,-112.4478516
20-P00072,SUSPICIOUS,PD8,PPD,00:14:47 01/02/20,"820 RANDOLPH AVE, Pocatello, ID 83201",2020-01-02 00:14:47,2020,1,2,0,3,OTHER,42.8899534,-112.442679
20-P00100,DISTURBANCE,PD8,PPD,16:26:11 01/02/20,"235 WILLARD AVE, Pocatello, ID 83201",2020-01-02 16:26:11,2020,1,2,16,3,DISORDER,42.8794176,-112.4478824
20-P00206,SUSPICIOUS,PD8,PPD,05:33:06 01/04/20,"WAYNE AVE, Pocatello, ID 83201",2020-01-04 05:33:06,2020,1,4,5,5,OTHER,42.8841374,-112.4453272
20-P00220,HARASSMENT,PD8,PPD,13:30:15 01/04/20,"655 WAYNE, Pocatello, ID 83201",2020-01-04 13:30:15,2020,1,4,13,5,DISORDER,42.8871083,-112.4453553
20-P00228,STOLEN VEHICLE,PD8,PPD,17:09:38 01/04/20,"PINE & WARREN, Pocatello, ID 83201",2020-01-04 17:09:38,2020,1,4,17,5,OTHER,,
20-P00244,SUSPICIOUS,PD8,PPD,21:27:33 01/04/20,"600 RANDOLPH AVE, Pocatello, ID 83201",2020-01-04 21:27:33,2020,1,4,21,5,OTHER,42.886097,-112.442692
20-P00255,WELFARE CHECK,PD8,PPD,01:38:59 01/05/20,"WAYNE & ELM, Pocatello, ID 83201",2020-01-05 01:38:59,2020,1,5,1,6,SERVICE,,
20-P00278,DISTURBANCE,PD8,PPD,13:09:40 01/05/20,"209 RANDOLPH AVE, Pocatello, ID 83201",2020-01-05 13:09:40,2020,1,5,13,6,DISORDER,42.8789858,-112.4429909
20-P00314,DISTURBANCE,PD8,PPD,23:31:15 01/05/20,"100 RANDOLPH AVE, Pocatello, ID 83201",2020-01-05 23:31:15,2020,1,5,23,6,DISORDER,42.877051,-112.442754
20-P00348,ABANDONED VEHIC,PD8,PPD,09:27:43 01/06/20,"603 WILLARD AVE, Pocatello, ID 83201",2020-01-06 09:27:43,2020,1,6,9,0,TRAFFIC,42.8861513,-112.4478398
20-P00381,DISTURBANCE,PD8,PPD,16:38:47 01/06/20,"300 WAYNE AVE, Pocatello, ID 83201",2020-01-06 16:38:47,2020,1,6,16,0,DISORDER,42.880691,-112.445187
20-P00422,ABANDONED VEHIC,PD8,PPD,12:03:46 01/07/20,"706 PARK AVE, Pocatello, ID 83201",2020-01-07 12:03:46,2020,1,7,12,1,TRAFFIC,42.8879981,-112.443914
20-P00458,FRAUD,PD8,PPD,16:48:32 01/07/20,"116 PARK AVE, Pocatello, ID 83201",2020-01-07 16:48:32,2020,1,7,16,1,OTHER,42.8773099,-112.443972
20-P00565,TRESPASSING,PD8,PPD,12:59:09 01/09/20,"249 JEFFERSON AVE, Pocatello, ID 83201",2020-01-09 12:59:09,2020,1,9,12,3,OTHER,42.8796291,-112.4417474
20-P00606,WANTED PERSON,PD8,PPD,22:37:37 01/09/20,"WAYNE AVE & E WALNUT ST, Pocatello, ID 83201",2020-01-09 22:37:37,2020,1,9,22,3,OTHER,,
20-P00630,ACCIDENT,PD8,PPD,09:25:58 01/10/20,"PINE & WILLARD, Pocatello, ID 83201",2020-01-10 09:25:58,2020,1,10,9,4,OTHER,,
20-P00655,HARASSMENT,PD8,PPD,15:40:24 01/10/20,"455 WILLARD AVE, Pocatello, ID 83201",2020-01-10 15:40:24,2020,1,10,15,4,DISORDER,42.8833549,-112.4478613
20-P00658,SUSPICIOUS,PD8,PPD,16:30:39 01/10/20,"105 JEFFERSON AVE, Pocatello, ID 83201",2020-01-10 16:30:39,2020,1,10,16,4,OTHER,42.8771092,-112.4417667
20-P00681,WEAPONS OFFENSE,PD8,PPD,21:03:52 01/10/20,"166 WASHINGTON AVE, Pocatello, ID 83201",2020-01-10 21:03:52,2020,1,10,21,4,VIOLENT,42.8781147,-112.4464441
20-P00771,WELFARE CHECK,PD8,PPD,07:39:40 01/12/20,"544 WARREN AVE, Pocatello, ID 83201",2020-01-12 07:39:40,2020,1,12,7,6,SERVICE,42.8850077,-112.4488492
20-P00794,NOISE COMPLAINT,PD8,PPD,22:14:38 01/12/20,"760 PARK AVE, Pocatello, ID 83201",2020-01-12 22:14:38,2020,1,12,22,6,DISORDER,42.8889172,-112.4439051
20-P00802,WELFARE CHECK,PD8,PPD,05:21:00 01/13/20,"544 WARREN AVE, Pocatello, ID 83201",2020-01-13 05:21:00,2020,1,13,5,0,SERVICE,42.8850077,-112.4488492
20-P00938,FRAUD,PD8,PPD,16:12:00 01/14/20,"581 WARREN AVE, Pocatello, ID 83201",2020-01-14 16:12:00,2020,1,14,16,1,OTHER,42.8855771,-112.449066
20-P00951,DISTURBANCE,PD8,PPD,19:36:39 01/14/20,"246 E ELM ST, Pocatello, ID 83201",2020-01-14 19:36:39,2020,1,14,19,1,DISORDER,42.8787958,-112.4499653
20-P00988,ATTEMPT-LOCATE,PD8,PPD,11:50:50 01/15/20,"400 PARK AVE, Pocatello, ID 83201",2020-01-15 11:50:50,2020,1,15,11,2,OTHER,42.882488,-112.443955
20-P00994,ABANDONED VEHIC,PD8,PPD,13:19:30 01/15/20,"646 E POPLAR ST, Pocatello, ID 83201",2020-01-15 13:19:30,2020,1,15,13,2,TRAFFIC,42.8860743,-112.4446785
20-P01005,ACCIDENT,PD8,PPD,14:44:45 01/15/20,"134 WARREN AVE, Pocatello, ID 83201",2020-01-15 14:44:45,2020,1,15,14,2,OTHER,42.8775737,-112.4489042
20-P01045,ANIMAL PROBLEM,PD8,PPD,02:27:23 01/16/20,"648 E POPLAR ST, Pocatello, ID 83201",2020-01-16 02:27:23,2020,1,16,2,3,OTHER,42.8860744,-112.4446605
20-P01048,K9 DEPLOYMENT,PD8,PPD,06:02:35 01/16/20,"400 WAYNE AVE, Pocatello, ID 83201",2020-01-16 06:02:35,2020,1,16,6,3,OTHER,42.882482,-112.445165
20-P01066,FRAUD,PD8,PPD,11:36:39 01/16/20,"806 WASHINGTON AVE, Pocatello, ID 83201",2020-01-16 11:36:39,2020,1,16,11,3,OTHER,42.8898869,-112.4463443
20-P01071,DISTURBANCE,PD8,PPD,12:48:22 01/16/20,"756 WAYNE, Pocatello, ID 83201",2020-01-16 12:48:22,2020,1,16,12,3,DISORDER,42.8888491,-112.4451541
20-P01083,VANDALISM,PD8,PPD,17:44:00 01/14/20,"792 RANDOLPH, Pocatello, ID 83201",2020-01-14 17:44:00,2020,1,14,17,1,OTHER,42.8894734,-112.4426842
20-P01096,WELFARE CHECK,PD8,PPD,16:23:16 01/16/20,"500 WASHINGTON AVE, Pocatello, ID 83201",2020-01-16 16:23:16,2020,1,16,16,3,SERVICE,42.884308,-112.446403
20-P01105,ACCIDENT,PD8,PPD,17:35:02 01/16/20,"496 PERSHING AVE, Pocatello, ID 83201",2020-01-16 17:35:02,2020,1,16,17,3,OTHER,42.8840281,-112.4500973
20-P01106,WEAPONS OFFENSE,PD8,PPD,17:37:57 01/16/20,"760 YELLOWSTONE AVE, Pocatello, ID 83201",2020-01-16 17:37:57,2020,1,16,17,3,VIOLENT,42.8889167,-112.451551
20-P01124,THEFT,PD8,PPD,02:34:54 01/17/20,"105 JEFFERSON AVE, Pocatello, ID 83201",2020-01-17 02:34:54,2020,1,17,2,4,PROPERTY,42.8771092,-112.4417667
20-P01137,WELFARE CHECK,PD8,PPD,11:13:28 01/17/20,"404 WAYNE, Pocatello, ID 83201",2020-01-17 11:13:28,2020,1,17,11,4,SERVICE,42.8825464,-112.4451649
20-P01148,ACCIDENT,PD8,PPD,14:08:25 01/17/20,"285 JEFFERSON AVE, Pocatello, ID 83201",2020-01-17 14:08:25,2020,1,17,14,4,OTHER,42.8802014,-112.4417543
